 Public Amenities,Public Amenity Employment,Total Public Amenity
 Public Amenities,Public Amenity Employment,Libraries
 Public Amenities,Public Amenity Employment,Natural Resources
 Public Amenities,Public Amenity Employment,Parks & Recreation
 Public Amenities,Public Amenity Expenditures,Total County
 Public Amenities,Public Amenity Expenditures,Total Public Amenity
 Public Amenities,Public Amenity Expenditures,Libraries
 Public Amenities,Public Amenity Expenditures,Natural Resources
 Public Amenities,Public Amenity Expenditures,Parks & Recreation
 Public Amenities,Public Amenity Expenditures,Current Operations
 Public Amenities,Public Amenity Expenditures,Construction
 Public Amenities,Public Amenity Expenditures,Other Capital Outlay
 Public Amenities,Public Amenity Expenditures,Intergovernmental to State
 Public Amenities,Public Amenity Expenditures,Intergovernmental to Local
 Public Amenities,Libraries,Number of Central Service Outlets
 Public Amenities,Libraries,Number of Branches
 Public Amenities,Libraries,Number of Bookmobiles
 Public Amenities,Libraries,Population of Local Service Area
 Public Amenities,Libraries,Full Time Librarians
 Public Amenities,Libraries,Total FTE Staff
 Public Amenities,Libraries,Annual Hours - All Outlets
 Public Amenities,Libraries,Total Operating Revenue
 Public Amenities,Libraries,Operating Revenue from Local Government
 Public Amenities,Libraries,Operating Revenue from State Government
 Public Amenities,Libraries,Operating Revenue from Federal Government
 Public Amenities,Libraries,Other Operating Revenue
 Public Amenities,Libraries,Operating Expenditures Salaries and Benefits
 Public Amenities,Libraries,Operating Expenditures Library Collections
 Public Amenities,Libraries,Other Operating Expenditures
 Public Amenities,Libraries,Total Operating Expenditures
 Public Amenities,Libraries,Total Capital Revenue
 Public Amenities,Libraries,Total Capital Expenditures
 Public Amenities,Libraries,Library Collections - Number of Print Materials
 Public Amenities,Libraries,Library Collections - Number of Electronic Books
 Public Amenities,Libraries,Library Collections - Number of Audio Materials
 Public Amenities,Libraries,Library Collections - Number of Video Materials
 Public Amenities,Libraries,Total Annual Visits
 Public Amenities,Libraries,Total Annual Circulation
 Public Amenities,Libraries,Number of Computers Available
 Public Amenities,Libraries,Number of Computer Users
 Public Amenities,Libraries,Number of Licensed Databases
 Public Amenities,Libraries,Registered Borrowers
 Public Amenities,Libraries,Total Programs
 Public Welfare,Public Welfare Employment,Total County
 Public Welfare,Public Welfare Employment,Public Welfare
 Public Welfare,Public Welfare Expenditures,Total County
 Public Welfare,Public Welfare Expenditures,Total Public Welfare
 Public Welfare,Public Welfare Expenditures,Cash Assistance
 Public Welfare,Public Welfare Expenditures,Vendor Payments
 Public Welfare,Public Welfare Expenditures,Other Public Welfare
 Public Welfare,Public Welfare Expenditures,Current Operations
 Public Welfare,Public Welfare Expenditures,Construction
 Public Welfare,Public Welfare Expenditures,Assistance & Subsidies
 Public Welfare,Public Welfare Expenditures,Other Capital Outlay
 Public Welfare,Public Welfare Expenditures,Intergovernmental to State
 Public Welfare,Public Welfare Expenditures,Intergovernmental to Local
 Transportation,Transportation Employment,Total County
 Transportation,Transportation Employment,Total Transportation
 Transportation,Transportation Employment,Air Transportation
 Transportation,Transportation Employment,Highways
 Transportation,Transportation Employment,Water Transport & Terminals
 Transportation,Transportation Employment,Transit
 Transportation,Transportation Expenditures,Total County
 Transportation,Transportation Expenditures,Total Transportation
 Transportation,Transportation Expenditures,Air Transportation
 Transportation,Transportation Expenditures,Highways
 Transportation,Transportation Expenditures,Parking Facilities
 Transportation,Transportation Expenditures,Sea & Inland Port
 Transportation,Transportation Expenditures,Transit Utilities
 Transportation,Transportation Expenditures,Current Operations
 Transportation,Transportation Expenditures,Construction
 Transportation,Transportation Expenditures,Other Capital Outlay
 Transportation,Transportation Expenditures,Interest on Debt
 Transportation,Transportation Expenditures,Intergovernmental to State
 Transportation,Transportation Expenditures,Intergovernmental to Local
 Transportation,Airports,Number of Airports
 Transportation,Airports,Number of Publicly Owned Airports
 Transportation,Airports,Number of Privately Owned Airports
 Transportation,Airports,Number of Military Owned Airports
 Transportation,Bridges,All Bridges - Total Bridges
 Transportation,Bridges,All Bridges - City/Town Owned
 Transportation,Bridges,All Bridges - County Owned
 Transportation,Bridges,All Bridges - Federal Owned
 Transportation,Bridges,All Bridges - Privately Owned
 Transportation,Bridges,All Bridges - State Owned
 Transportation,Bridges,All Bridges - Local Owned
 Transportation,Bridges,Structurally Deficient Bridges - Total Bridges
 Transportation,Bridges,Structurally Deficient Bridges - City/Town Owned
 Transportation,Bridges,Structurally Deficient Bridges - County Owned
 Transportation,Bridges,Structurally Deficient Bridges - Federal Owned
 Transportation,Bridges,Structurally Deficient Bridges - Privately Owned
 Transportation,Bridges,Structurally Deficient Bridges - State Owned
 Transportation,Bridges,Structurally Deficient Bridges - Local Owned
 Transportation,Bridges,Functionally Obsolete Bridges - Total Bridges
 Transportation,Bridges,Functionally Obsolete Bridges - City/Town Owned
 Transportation,Bridges,Functionally Obsolete Bridges - County Owned
 Transportation,Bridges,Functionally Obsolete Bridges - Federal Owned
 Transportation,Bridges,Functionally Obsolete Bridges - Privately Owned
 Transportation,Bridges,Functionally Obsolete Bridges - State Owned
 Transportation,Bridges,Functionally Obsolete Bridges - Local Owned
 Transportation,Road Classification,Total Public Road Miles
 Transportation,Road Classification,Interstate Road Miles
 Transportation,Road Classification,Other Freeway/Expressway Road Miles
 Transportation,Road Classification,Other Principle Arterial Road Miles
 Transportation,Road Classification,Minor Arterial Road Miles
 Transportation,Road Classification,Major Collector Road Miles
 Transportation,Road Classification,Urban Minor Collector Road Miles
 Transportation,Road Classification,Local Road Miles
 Transportation,Road Classification,Share Interstate
 Transportation,Road Classification,Share Other Freeway/Expressway
 Transportation,Road Classification,Share Other Principle Arterial
 Transportation,Road Classification,Share Minor Arterial
 Transportation,Road Classification,Share Major Collector
 Transportation,Road Classification,Share Urban Minor Collector
 Transportation,Road Classification,Share Local
 Transportation,Road Ownership,Total Public Road Miles
 Transportation,Road Ownership,State Highway Agency Road Miles
 Transportation,Road Ownership,County Highway Agency Road Miles
 Transportation,Road Ownership,Other State Agency Road Miles
 Transportation,Road Ownership,Other Local Agency Road Miles
 Transportation,Road Ownership,Privately Owned Road Miles
 Transportation,Road Ownership,Town or Township Highway Agency Road Miles
 Transportation,Road Ownership,City or Municipal Highway Agency Road Miles
 Transportation,Road Ownership,Other Public Instrumentality Road Miles
 Transportation,Road Ownership,Indian Tribe/Nation Road Miles
 Transportation,Road Ownership,Federal Agency Road Miles
 Transportation,Road Ownership,County Land Square Miles
 Transportation,Road Ownership,Total Road Miles per Square Mile
 Transportation,Road Ownership,Total County Road Miles per Square Mile
 Transportation,Road Ownership,Unknown Road Miles
 Transportation,Road Ownership,Share State Highway Agency
 Transportation,Road Ownership,Share County Highway Agency
 Transportation,Road Ownership,Share Other State Agencies
 Transportation,Road Ownership,Share Other Local Agencies
 Transportation,Road Ownership,Share Private
 Transportation,Road Ownership,Share Town or Township Highway Agency
 Transportation,Road Ownership,Share City or Municipal Highway Agency
 Transportation,Road Ownership,Share Other Public Instrumentality
 Transportation,Road Ownership,Share Indian Tribe/Nation
 Transportation,Road Ownership,Share Federal Agency
 Transportation,Road Ownership,Share Unknown
 Utility,Utility Employment,Total County
 Utility,Utility Employment,Total Utility
 Utility,Utility Employment,Electric Utilities
 Utility,Utility Employment,Gas Utilities
 Utility,Utility Revenue,Total County
 Utility,Utility Revenue,Total Utility
 Utility,Utility Revenue,Electric Power Systems
 Utility,Utility Revenue,Gas Supply Systems
 Utility,Utility Revenue,Public Mass Transit Systems
 Utility,Utility Revenue,Water Supply Systems
 Utility,Utility Expenditures,Total County
 Utility,Utility Expenditures,Total Utility
 Utility,Utility Expenditures,Electric Utilities
 Utility,Utility Expenditures,Gas Utilities
 Utility,Utility Expenditures,Current Operations
 Utility,Utility Expenditures,Construction
 Utility,Utility Expenditures,Other Capital Outlay
 Utility,Utility Expenditures,Interest on Debt
 Utility,Utility Expenditures,Intergovernmental to State
 Utility,Utility Expenditures,Intergovernmental to Local
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Employment,Total County
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Employment,Total Water, Sewerage & Solid Waste
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Employment,Sewerage
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Employment,Solid Waste
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Employment,Water Utilities
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Total County
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Total Water, Sewerage & Solid Waste Management
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Sewerage
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Solid Waste
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Water Utilities
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Current Operations
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Construction
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Other Capital Outlay
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Interest on Debt
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Intergovernmental to State
 Water, Sewerage & Solid Waste Management,Water, Sewerage & Solid Waste Expenditures,Intergovernmental to Local
